state_name	tag	layer	hero_id	action_hash	association_status
attack_1008_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1008_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1008_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1009	dinner_attack	0	null	null	UNRESOLVED
attack_1009_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1009_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1009_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1010_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1011_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1012_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1013_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1014_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1015_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1016_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1017_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1018_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1019_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_101_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_102	dinner_attack	0	null	null	UNRESOLVED
attack_1020_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1021_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1022_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1023_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1024_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1025_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1026_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1027_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1028_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1029_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_102_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_102_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1030	dinner_attack	0	null	null	UNRESOLVED
attack_1030_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_103_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_103_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_105_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_105_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_106_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_106_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_107	dinner_attack	0	null	null	UNRESOLVED
attack_1070_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1070_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1071_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1071_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1072_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1072_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1073_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1073_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1074_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1074_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1075_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1075_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1076_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1076_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1077_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1077_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1078_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1078_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1079_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1079_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_107_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_107_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_108	dinner_attack	0	null	null	UNRESOLVED
attack_1080_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1080_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1081_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1081_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1082_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1082_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1083_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1083_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1084_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1084_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1085_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1085_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1086_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1086_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1087_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1087_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1088_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1088_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1089_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1089_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_108_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_108_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1090_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1090_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1091_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1091_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1092_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1092_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1093_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1093_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1094_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1094_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1095_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1095_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1096_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1096_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1097_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1097_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1098_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1098_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1099_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1099_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_109_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_109_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_110	dinner_attack	0	null	null	UNRESOLVED
attack_1100	dinner_attack	0	null	null	UNRESOLVED
attack_1100_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1100_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1100_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1101	dinner_attack	0	null	null	UNRESOLVED
attack_1101_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1101_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1101_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1102	dinner_attack	0	null	null	UNRESOLVED
attack_1102_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1102_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1102_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1103	dinner_attack	0	null	null	UNRESOLVED
attack_1103_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1103_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1103_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1104	dinner_attack	0	null	null	UNRESOLVED
attack_1104_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1104_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1104_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1105	dinner_attack	0	null	null	UNRESOLVED
attack_1105_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1105_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1105_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1106	dinner_attack	0	null	null	UNRESOLVED
attack_1106_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1106_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1106_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1107	dinner_attack	0	null	null	UNRESOLVED
attack_1107_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1107_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1107_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1108	dinner_attack	0	null	null	UNRESOLVED
attack_1108_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1108_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1108_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1109	dinner_attack	0	null	null	UNRESOLVED
attack_1109_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1109_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1109_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_110_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_111_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_112	dinner_attack	0	null	null	UNRESOLVED
attack_1120_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1121_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1122_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1123_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1124_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1125_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1126_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1127_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1128_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1129_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_112_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_112_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1130	dinner_attack	0	null	null	UNRESOLVED
attack_1130_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_113_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_113_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_115_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_115_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_116_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_116_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_117	dinner_attack	0	null	null	UNRESOLVED
attack_1170_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1170_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1171_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1171_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1172_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1172_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1173_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1173_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1174_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1174_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1175_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1175_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1176_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1176_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1177_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1177_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1178_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1178_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1179_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1179_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_117_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_117_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_118	dinner_attack	0	null	null	UNRESOLVED
attack_1180_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1180_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1181_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1181_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1182_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1182_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1183_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1183_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1184_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1184_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1185_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1185_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1186_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1186_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1187_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1187_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1188_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1188_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1189_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1189_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_118_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_118_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1190_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1190_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1191_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1191_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1192_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1192_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1193_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1193_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1194_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1194_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1195_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1195_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1196_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1196_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1197_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1197_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1198_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1198_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_1199_prepare	dinner_attack_prepare	6	null	null	UNRESOLVED
attack_1199_recover	dinner_attack_recover	6	null	null	UNRESOLVED
attack_119_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_119_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_11_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_11_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_120	dinner_attack	0	null	null	UNRESOLVED
attack_1200	dinner_attack	0	null	null	UNRESOLVED
attack_1200_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1200_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1200_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1201	dinner_attack	0	null	null	UNRESOLVED
attack_1201_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1201_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1201_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1202	dinner_attack	0	null	null	UNRESOLVED
attack_1202_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1202_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1202_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1203	dinner_attack	0	null	null	UNRESOLVED
attack_1203_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1203_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1203_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1204	dinner_attack	0	null	null	UNRESOLVED
attack_1204_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1204_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1204_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1205	dinner_attack	0	null	null	UNRESOLVED
attack_1205_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1205_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1205_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1206	dinner_attack	0	null	null	UNRESOLVED
attack_1206_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1206_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1206_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1207	dinner_attack	0	null	null	UNRESOLVED
attack_1207_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1207_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1207_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1208	dinner_attack	0	null	null	UNRESOLVED
attack_1208_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1208_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1208_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1209	dinner_attack	0	null	null	UNRESOLVED
attack_1209_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1209_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1209_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_120_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1210_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1211_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1212_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1213_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1214_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1215_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1216_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1217_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1218_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1219_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_121_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_122	dinner_attack	0	null	null	UNRESOLVED
attack_1220_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1221_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1222_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1223_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1224_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1225_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1226_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1227_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1228_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1229_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_122_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_122_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1230	dinner_attack	0	null	null	UNRESOLVED
attack_1230_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1231	dinner_attack	0	null	null	UNRESOLVED
attack_1231_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1232	dinner_attack	0	null	null	UNRESOLVED
attack_1232_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1233	dinner_attack	0	null	null	UNRESOLVED
attack_1233_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1234	dinner_attack	0	null	null	UNRESOLVED
attack_1234_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1235	dinner_attack	0	null	null	UNRESOLVED
attack_1235_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1236	dinner_attack	0	null	null	UNRESOLVED
attack_1236_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1237	dinner_attack	0	null	null	UNRESOLVED
attack_1237_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1238	dinner_attack	0	null	null	UNRESOLVED
attack_1238_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1239	dinner_attack	0	null	null	UNRESOLVED
attack_1239_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_123_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_123_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_1240_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1240_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1241_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1241_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1242_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1242_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1243_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1243_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1244_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1244_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1245_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1245_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1246_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1246_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1247_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1247_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1248_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1248_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1249_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1249_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1250	dinner_attack	0	null	null	UNRESOLVED
attack_125_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_125_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_126_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_126_recover	dinner_attack_recover	0	null	null	UNRESOLVED
attack_127	dinner_attack	0	null	null	UNRESOLVED
attack_1270_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1270_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1271_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1271_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1272_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1272_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1273_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1273_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1274_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1274_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1275_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1275_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1276_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1276_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1277_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1277_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1278_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1278_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_1279_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1279_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_127_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_127_prepare	dinner_attack_prepare	0	null	null	UNRESOLVED
attack_128	dinner_attack	0	null	null	UNRESOLVED
attack_1280_charge	dinner_attack_charge	0	null	null	UNRESOLVED
attack_1280_recover	dinner_attack_recover	0	null	null	UNRESOLVED
