hero_id	source_table	source_field	mapping_id	mapping_name	status
1000004	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134003	ui_hero_doomsdayeagle_emote_face	FOUND
1000004	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135003	ui_hero_doomsdayeagle_en_emote_face	FOUND
1000004	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135203	ui_hero_doomsdayeagle_kr_emote_face	FOUND
1000004	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135103	ui_hero_doomsdayeagle_jp_emote_face	FOUND
1000004	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135003	ui_hero_doomsdayeagle_en_emote_face	FOUND
1000005	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	3135272	dinner_hero_wolfman_windjump_player_01	FOUND
1000005	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130041	hero_4_emote_player	FOUND
1000005	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138096	dinner_3dlobby_temuer_standby_player	FOUND
1000005	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000005	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130076	ui_hero_wolfman	FOUND
1000005	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134004	ui_hero_wolfman_emote_face	FOUND
1000005	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135009	ui_hero_wolfman_en_emote_face	FOUND
1000005	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135209	ui_hero_wolfman_kr_emote_face	FOUND
1000005	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135109	ui_hero_wolfman_jp_emote_face	FOUND
1000005	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135009	ui_hero_wolfman_en_emote_face	FOUND
1000006	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000006	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130042	hero_5_emote_player	FOUND
1000006	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138097	dinner_3dlobby_jicanghai_standby_player	FOUND
1000006	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000006	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130075	ui_hero_spiritsman	FOUND
1000006	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134005	ui_hero_spiritsman_emote_face	FOUND
1000006	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135007	ui_hero_spiritsman_en_emote_face	FOUND
1000006	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135207	ui_hero_spiritsman_kr_emote_face	FOUND
1000006	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135107	ui_hero_spiritsman_jp_emote_face	FOUND
1000006	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135007	ui_hero_spiritsman_en_emote_face	FOUND
1000007	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000007	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130043	hero_6_emote_player	FOUND
1000007	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138098	dinner_3dlobby_tianhai_standby_player	FOUND
1000007	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000007	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130073	ui_hero_monk	FOUND
1000007	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134006	ui_hero_monk_emote_face	FOUND
1000007	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135005	ui_hero_monk_en_emote_face	FOUND
1000007	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135205	ui_hero_monk_kr_emote_face	FOUND
1000007	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135105	ui_hero_monk_jp_emote_face	FOUND
1000007	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135005	ui_hero_monk_en_emote_face	FOUND
1000008	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	3130757	hero_foxiang_player	FOUND
1000008	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130044	hero_7_emote_player	FOUND
1000008	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138098	dinner_3dlobby_tianhai_standby_player	FOUND
1000008	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000008	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	0	null	NO_OVERRIDE
1000008	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	0	null	NO_OVERRIDE
1000008	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	0	null	NO_OVERRIDE
1000008	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	0	null	NO_OVERRIDE
1000008	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	0	null	NO_OVERRIDE
1000008	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	0	null	NO_OVERRIDE
1000009	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000009	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130214	hero_8_emote_player	FOUND
1000009	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138091	dinner_3dlobby_yaodaoji_standby_player	FOUND
1000009	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130019	dinner_soul_female_player	FOUND
1000009	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130166	ui_hero_yaodaoji	FOUND
1000009	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134007	ui_hero_yaodaoji_emote_face	FOUND
1000009	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135011	ui_hero_yaodaoji_en_emote_face	FOUND
1000009	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135211	ui_hero_yaodaoji_kr_emote_face	FOUND
1000009	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135111	ui_hero_yaodaoji_jp_emote_face	FOUND
1000009	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135011	ui_hero_yaodaoji_en_emote_face	FOUND
1000010	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000010	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130216	hero_9_emote_player	FOUND
1000010	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138090	dinner_3dlobby_cuisanniang_standby_player	FOUND
1000010	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130019	dinner_soul_female_player	FOUND
1000010	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130215	ui_hero_cuisanniang	FOUND
1000010	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134009	ui_hero_cuisanniang_emote_face	FOUND
1000010	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135002	ui_hero_cuisanniang_en_emote_face	FOUND
1000010	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135202	ui_hero_cuisanniang_kr_emote_face	FOUND
1000010	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135102	ui_hero_cuisanniang_jp_emote_face	FOUND
1000010	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135002	ui_hero_cuisanniang_en_emote_face	FOUND
1000011	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000011	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130244	hero_10_emote_player	FOUND
1000011	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138099	dinner_3dlobby_yueshan_standby_player	FOUND
1000011	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000011	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130228	ui_hero_yueshan	FOUND
1000011	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134010	ui_hero_yueshan_emote_face	FOUND
1000011	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135012	ui_hero_yueshan_en_emote_face	FOUND
1000011	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135212	ui_hero_yueshan_kr_emote_face	FOUND
1000011	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135112	ui_hero_yueshan_jp_emote_face	FOUND
1000011	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135012	ui_hero_yueshan_en_emote_face	FOUND
1000012	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	3130789	hero_shenjiang_player	FOUND
1000012	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130245	hero_11_emote_player	FOUND
1000012	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138099	dinner_3dlobby_yueshan_standby_player	FOUND
1000012	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000012	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3138445	ui_hero_shenjiang	FOUND
1000012	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	0	null	NO_OVERRIDE
1000012	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	0	null	NO_OVERRIDE
1000012	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	0	null	NO_OVERRIDE
1000012	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	0	null	NO_OVERRIDE
1000012	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	0	null	NO_OVERRIDE
1000013	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000013	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130247	hero_12_emote_player	FOUND
1000013	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138100	dinner_3dlobby_wuchen_standby_player	FOUND
1000013	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000013	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130249	ui_hero_wuchen	FOUND
1000013	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134011	ui_hero_wuchen_emote_face	FOUND
1000013	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135010	ui_hero_wuchen_en_emote_face	FOUND
1000013	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135210	ui_hero_wuchen_kr_emote_face	FOUND
1000013	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135110	ui_hero_wuchen_jp_emote_face	FOUND
1000013	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135010	ui_hero_wuchen_en_emote_face	FOUND
1000014	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000014	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130042	hero_5_emote_player	FOUND
1000014	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138098	dinner_3dlobby_tianhai_standby_player	FOUND
1000014	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000014	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130340	ui_hero_zombie	FOUND
1000014	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134005	ui_hero_spiritsman_emote_face	FOUND
1000014	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	0	null	NO_OVERRIDE
1000014	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	0	null	NO_OVERRIDE
1000014	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	0	null	NO_OVERRIDE
1000014	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	0	null	NO_OVERRIDE
1000015	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000015	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130306	hero_14_emote_player	FOUND
1000015	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138092	dinner_3dlobby_guqinghan_standby_player	FOUND
1000015	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130019	dinner_soul_female_player	FOUND
1000015	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130307	ui_hero_guqinghan	FOUND
1000015	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3134046	ui_hero_guqinghan_emote_face	FOUND
1000015	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135004	ui_hero_guqinghan_en_emote_face	FOUND
1000015	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135204	ui_hero_guqinghan_kr_emote_face	FOUND
1000015	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135104	ui_hero_guqinghan_jp_emote_face	FOUND
1000015	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135004	ui_hero_guqinghan_en_emote_face	FOUND
1000016	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000016	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130333	hero_takeda_emote_player	FOUND
1000016	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138101	dinner_3dlobby_wutian_standby_player	FOUND
1000016	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000016	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130324	ui_hero_takeda	FOUND
1000016	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3130329	ui_hero_takeda_emote_face	FOUND
1000016	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135008	ui_hero_takeda_en_emote_face	FOUND
1000016	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135208	ui_hero_takeda_kr_emote_face	FOUND
1000016	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135108	ui_hero_takeda_jp_emote_face	FOUND
1000016	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135008	ui_hero_takeda_en_emote_face	FOUND
1000017	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000017	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3135232	hero_yinziping_emote_player	FOUND
1000017	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138093	dinner_3dlobby_yinziping_standby_player	FOUND
1000017	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130019	dinner_soul_female_player	FOUND
1000017	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3135226	ui_hero_yinziping	FOUND
1000017	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3135227	ui_hero_yinziping_emote_face	FOUND
1000017	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135013	ui_hero_yinziping_en_emote_face	FOUND
1000017	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135228	ui_hero_yinziping_kr_emote_face	FOUND
1000017	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135113	ui_hero_yinziping_jp_emote_face	FOUND
1000017	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135013	ui_hero_yinziping_en_emote_face	FOUND
1000018	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000018	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3135240	hero_shenmiao_emote_player	FOUND
1000018	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138094	dinner_3dlobby_shenmiao_standby_player	FOUND
1000018	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130019	dinner_soul_female_player	FOUND
1000018	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3135235	ui_hero_shenmiao	FOUND
1000018	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3135236	ui_hero_shenmiao_emote_face	FOUND
1000018	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135239	ui_hero_shenmiao_en_emote_face	FOUND
1000018	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	0	null	NO_OVERRIDE
1000018	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135238	ui_hero_shenmiao_jp_emote_face	FOUND
1000018	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135239	ui_hero_shenmiao_en_emote_face	FOUND
1000019	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	3130838	hero_mech_player	FOUND
1000019	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3130044	hero_7_emote_player	FOUND
1000019	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138094	dinner_3dlobby_shenmiao_standby_player	FOUND
1000019	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000019	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	0	null	NO_OVERRIDE
1000019	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	0	null	NO_OVERRIDE
1000019	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	0	null	NO_OVERRIDE
1000019	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	0	null	NO_OVERRIDE
1000019	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	0	null	NO_OVERRIDE
1000019	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	0	null	NO_OVERRIDE
1000020	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000020	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3135243	hero_huwei_emote_player	FOUND
1000020	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138102	dinner_3dlobby_huwei_standby_player	FOUND
1000020	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000020	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3135241	ui_hero_huwei	FOUND
1000020	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3135242	ui_hero_huwei_emote_face	FOUND
1000020	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3135246	ui_hero_huwei_en_emote_face	FOUND
1000020	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3135244	ui_hero_huwei_kr_emote_face	FOUND
1000020	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3135245	ui_hero_huwei_jp_emote_face	FOUND
1000020	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3135246	ui_hero_huwei_en_emote_face	FOUND
1000021	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000021	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3138068	hero_jiyingying_emote_player	FOUND
1000021	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138095	dinner_3dlobby_jiyingying_standby_player	FOUND
1000021	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130019	dinner_soul_female_player	FOUND
1000021	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3138050	ui_hero_jiyingying	FOUND
1000021	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3138051	ui_hero_jiyingying_emote_face	FOUND
1000021	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3138074	ui_hero_jiyingying_en_emote_face	FOUND
1000021	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	3138072	ui_hero_jiyingying_kr_emote_face	FOUND
1000021	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3138073	ui_hero_jiyingying_jp_emote_face	FOUND
1000021	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3138074	ui_hero_jiyingying_en_emote_face	FOUND
1000022	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000022	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3138108	hero_yulinglong_emote_player	FOUND
1000022	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138109	dinner_3dlobby_yulinglong_standby_player	FOUND
1000022	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130019	dinner_soul_female_player	FOUND
1000022	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3130629	ui_hero_yulinglong	FOUND
1000022	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3130630	ui_hero_yulinglong_emote_face	FOUND
1000022	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3130631	ui_hero_yulinglong_en_emote_face	FOUND
1000022	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	0	null	NO_OVERRIDE
1000022	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3130632	ui_hero_yulinglong_jp_emote_face	FOUND
1000022	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3130631	ui_hero_yulinglong_en_emote_face	FOUND
1000023	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000023	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3138122	hero_hadi_emote_player	FOUND
1000023	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138130	dinner_3dlobby_hadi_standby_player	FOUND
1000023	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130020	dinner_soul_male_player	FOUND
1000023	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3138120	ui_hero_hadi	FOUND
1000023	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3138121	ui_hero_hadi_emote_face	FOUND
1000023	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3138126	ui_hero_hadi_en_emote_face	FOUND
1000023	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	0	null	NO_OVERRIDE
1000023	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3138125	ui_hero_hadi_jp_emote_face	FOUND
1000023	HeroFashion_HeroFashion.tsv	_UIHeroThEmoteFaceMappingID	3138126	ui_hero_hadi_en_emote_face	FOUND
1000024	HeroConfig_HeroBattleConfig.tsv	_HeroMappingID	0	null	NO_OVERRIDE
1000024	HeroConfig_HeroBattleConfig.tsv	_EmoteMappingID	3138156	hero_weiqing_emote_player	FOUND
1000024	HeroConfig_HeroBattleConfig.tsv	_StandbyMappingID	3138157	dinner_3dlobby_weiqing_standby_player	FOUND
1000024	HeroConfig_HeroBattleConfig.tsv	_SoulMapping	3130019	dinner_soul_female_player	FOUND
1000024	HeroFashion_HeroFashion.tsv	_UIHeroMappingID	3138153	ui_hero_weiqing	FOUND
1000024	HeroFashion_HeroFashion.tsv	_UIHeroEmoteFaceMappingID	3138150	ui_hero_weiqing_emote_face	FOUND
1000024	HeroFashion_HeroFashion.tsv	_UIHeroEnEmoteFaceMappingID	3138152	ui_hero_weiqing_en_emote_face	FOUND
1000024	HeroFashion_HeroFashion.tsv	_UIHeroKrEmoteFaceMappingID	0	null	NO_OVERRIDE
1000024	HeroFashion_HeroFashion.tsv	_UIHeroJpEmoteFaceMappingID	3138151	ui_hero_weiqing_jp_emote_face	FOUND
