hero_id	talent_id	skill_name	combo_graph	combo_mapping_id	combo_mapping_name	status	mapping_status	listed_in_hero_talent	related_hero_id	launch_config	deprecated
1000004	3470013	追魂·突刺	hero_desertassassin_ns_4_combo_graph	3130969	hero_desertassassin_ns_4_combo_player	FOUND	FOUND	true	1000004	true	false
1000004	3470014	追魂·闪回	hero_desertassassin_ns_3_combo_graph	3130723	hero_desertassassin_ns_3_combo_player	FOUND	FOUND	true	1000004	false	false
1000004	3470015	寂静暗刑	hero_desertassassin_us_3_combo_graph	3130726	hero_desertassassin_us_3_combo_player	FOUND	FOUND	true	1000004	true	false
1000004	3470016	寂静暗刑·夺命	hero_desertassassin_us_4_combo_graph	3130971	hero_desertassassin_us_4_combo_player	FOUND	FOUND	true	1000004	true	false
1000004	3470017	寂静暗刑·壁技	hero_desertassassin_us_1_combo_graph	3130724	hero_desertassassin_us_1_combo_player	FOUND	FOUND	true	1000004	false	false
1000004	3470220	【占坑】追魂	hero_desertassassin_ns_1_combo_graph	3130721	hero_desertassassin_ns_1_combo_player	FOUND	FOUND	false	1000004	true	false
1000004	3470222	【占坑】寂静暗刑·壁技	hero_desertassassin_us_2_combo_graph	3130725	hero_desertassassin_us_2_combo_player	FOUND	FOUND	false	1000004	true	false
1000004	3472020	追魂·征神	hero_desertassassin_ns_pve_1_combo_graph	3130727	hero_desertassassin_ns_pve_1_combo_player	FOUND	FOUND	false	1000004	true	false
1000004	3472021	寂静暗刑·征神	hero_desertassassin_us_pve_1_combo_graph	3130728	hero_desertassassin_us_pve_1_combo_player	FOUND	FOUND	false	1000004	true	false
1000004	3472022	寂静暗刑·征神	hero_desertassassin_us_pve_2_combo_graph	3130729	hero_desertassassin_us_pve_2_combo_player	FOUND	FOUND	false	1000004	true	false
1000004	3474020	【占坑】【搜打撤储备，暂时弃用】追魂·搜撤	hero_desertassassin_ns_pvpve_1_combo_graph	3131686	hero_desertassassin_ns_pvpve_1_combo_player	FOUND	FOUND	false	1000004	true	false
1000004	3474021	【占坑】【搜打撤储备，暂时弃用】寂静暗刑·搜撤	hero_desertassassin_us_pvpve_1_combo_graph	3131687	hero_desertassassin_us_pvpve_1_combo_player	FOUND	FOUND	false	1000004	true	false
1000005	3470018	风之精灵	hero_wolfman_ns_1_combo_graph	3130730	hero_wolfman_ns_1_combo_player	FOUND	FOUND	true	1000005	true	false
1000005	3470019	风之精灵·追踪	hero_wolfman_ns_2_combo_graph	3130731	hero_wolfman_ns_2_combo_player	FOUND	FOUND	true	1000005	true	false
1000005	3470020	风之精灵·强袭	hero_wolfman_ns_3_combo_graph	3130732	hero_wolfman_ns_3_combo_player	FOUND	FOUND	true	1000005	true	false
1000005	3470021	风之牢笼	hero_wolfman_us_1_combo_graph	3130733	hero_wolfman_us_1_combo_player	FOUND	FOUND	true	1000005	true	false
1000005	3470022	风之牢笼·加持	hero_wolfman_us_2_combo_graph	3130734	hero_wolfman_us_2_combo_player	FOUND	FOUND	true	1000005	true	false
1000005	3470023	风之牢笼·召唤	hero_wolfman_us_3_combo_graph	3130735	hero_wolfman_us_3_combo_player	FOUND	FOUND	true	1000005	true	false
1000005	3472060	风之精灵·征神	hero_wolfman_ns_pve_1_combo_graph	3130736	hero_wolfman_ns_pve_1_combo_player	FOUND	FOUND	false	1000005	true	false
1000005	3472061	风之牢笼·征神	hero_wolfman_us_pve_1_combo_graph	3130737	hero_wolfman_us_pve_1_combo_player	FOUND	FOUND	false	1000005	true	false
1000005	3472062	风之牢笼·征神	hero_wolfman_us_pve_2_combo_graph	3130738	hero_wolfman_us_pve_2_combo_player	FOUND	FOUND	false	1000005	true	false
1000006	3470024	燎原劲	hero_spiritsman_ns_4_combo_graph	3131662	hero_spiritsman_ns_4_combo_player	FOUND	FOUND	true	1000006	true	false
1000006	3470025	燎原劲·化劲	hero_spiritsman_ns_2_combo_graph	3130740	hero_spiritsman_ns_2_combo_player	FOUND	FOUND	true	1000006	false	false
1000006	3470026	燎原劲·巨焰	hero_spiritsman_ns_3_combo_graph	3130741	hero_spiritsman_ns_3_combo_player	FOUND	FOUND	true	1000006	true	false
1000006	3470027	迅烈如火	hero_spiritsman_us_4_combo_graph	3131665	hero_spiritsman_us_4_combo_player	FOUND	FOUND	true	1000006	true	false
1000006	3470028	迅烈如火·炎神	hero_spiritsman_us_1_combo_graph	3130742	hero_spiritsman_us_1_combo_player	FOUND	FOUND	true	1000006	false	false
1000006	3470029	迅烈如火·狂战	hero_spiritsman_us_5_combo_graph	3131673	hero_spiritsman_us_5_combo_player	FOUND	FOUND	true	1000006	true	false
1000006	3470260	燎原劲	hero_spiritsman_ns_1_combo_graph	3130739	hero_spiritsman_ns_1_combo_player	FOUND	FOUND	false	1000006	true	false
1000006	3470261	迅烈如火·炎神	hero_spiritsman_us_2_combo_graph	3130743	hero_spiritsman_us_2_combo_player	FOUND	FOUND	false	1000006	true	false
1000006	3470262	迅烈如火·狂战	hero_spiritsman_us_3_combo_graph	3130744	hero_spiritsman_us_3_combo_player	FOUND	FOUND	false	1000006	true	false
1000006	3472040	燎原劲·征神	hero_spiritsman_ns_pve_1_combo_graph	3130745	hero_spiritsman_ns_pve_1_combo_player	FOUND	FOUND	false	1000006	true	false
1000006	3472041	迅烈如火·征神	hero_spiritsman_us_pve_1_combo_graph	3130746	hero_spiritsman_us_pve_1_combo_player	FOUND	FOUND	false	1000006	true	false
1000006	3472042	迅烈如火·征神	hero_spiritsman_us_pve_2_combo_graph	3130747	hero_spiritsman_us_pve_2_combo_player	FOUND	FOUND	false	1000006	true	false
1000006	3472043	燎原劲·征神	hero_spiritsman_ns_pve_2_combo_graph	3131680	hero_spiritsman_ns_pve_2_combo_player	FOUND	FOUND	false	1000006	true	false
1000007	3470030	金钟罩	hero_monk_ns_1_combo_graph	3130748	hero_monk_ns_1_combo_player	FOUND	FOUND	true	1000007	true	false
1000007	3470031	金钟罩·振刀	hero_monk_ns_2_combo_graph	3130749	hero_monk_ns_2_combo_player	FOUND	FOUND	true	1000007	true	false
1000007	3470032	金钟罩·爆气	hero_monk_ns_3_combo_graph	3130750	hero_monk_ns_3_combo_player	FOUND	FOUND	true	1000007	false	false
1000007	3470033	金刚伏魔	hero_monk_us_1_combo_graph	3130751	hero_monk_us_1_combo_player	FOUND	FOUND	true	1000007	true	false
1000007	3470034	金刚伏魔·援护	hero_monk_us_2_combo_graph	3130752	hero_monk_us_2_combo_player	FOUND	FOUND	true	1000007	false	false
1000007	3470035	金刚伏魔·治愈	hero_monk_us_3_combo_graph	3130753	hero_monk_us_3_combo_player	FOUND	FOUND	true	1000007	true	false
1000007	3472010	金钟罩·征神	hero_monk_ns_pve_1_combo_graph	3130754	hero_monk_ns_pve_1_combo_player	FOUND	FOUND	false	1000007	true	false
1000007	3472011	金刚伏魔·征神	hero_monk_us_pve_1_combo_graph	3130755	hero_monk_us_pve_1_combo_player	FOUND	FOUND	false	1000007	true	false
1000007	3472013	金刚伏魔·征神	hero_monk_us_pve_2_combo_graph	3130756	hero_monk_us_pve_2_combo_player	FOUND	FOUND	false	1000007	true	false
1000007	3473010	金钟罩·斗球	hero_monk_ns_tanqiu_1_combo_graph	3130939	hero_monk_ns_tanqiu_1_combo_player	FOUND	FOUND	false	1000007	true	false
1000008	3470036	伏魔之怒	hero_foxiang_1_combo_graph	3130758	hero_foxiang_1_combo_player	FOUND	FOUND	true	1000008	true	false
1000008	3470037	伏魔之怒	hero_foxiang_2_combo_graph	3130759	hero_foxiang_2_combo_player	FOUND	FOUND	true	1000008	false	false
1000008	3470038	伏魔之怒·治愈	hero_foxiang_3_combo_graph	3130760	hero_foxiang_3_combo_player	FOUND	FOUND	true	1000008	true	false
1000008	3470039	真我		0	null	FOUND	NO_OVERRIDE	true	1000008	true	false
1000008	3472012	伏魔之怒·征神	hero_foxiang_pve_1_combo_graph	3130761	hero_foxiang_pve_1_combo_player	FOUND	FOUND	false	1000008	true	false
1000008	3472014	伏魔之怒·征神	hero_foxiang_pve_2_combo_graph	3130762	hero_foxiang_pve_2_combo_player	FOUND	FOUND	false	1000008	true	false
1000009	3470050	妖刀斩	hero_yaodaoji_ns_1_combo_graph	3130763	hero_yaodaoji_ns_1_combo_player	FOUND	FOUND	true	1000009	true	false
1000009	3470051	妖刀斩·回	hero_yaodaoji_ns_2_combo_graph	3130764	hero_yaodaoji_ns_2_combo_player	FOUND	FOUND	true	1000009	true	false
1000009	3470052	妖刀斩·旋	hero_yaodaoji_ns_3_combo_graph	3130765	hero_yaodaoji_ns_3_combo_player	FOUND	FOUND	true	1000009	true	false
1000009	3470053	不祥之刃	hero_yaodaoji_us_4_combo_graph	3131690	hero_yaodaoji_us_4_combo_player	FOUND	FOUND	true	1000009	true	false
1000009	3470054	不祥之刃·回复	hero_yaodaoji_us_2_combo_graph	3130767	hero_yaodaoji_us_2_combo_player	FOUND	FOUND	true	1000009	true	false
1000009	3470055	不祥之刃·连斩	hero_yaodaoji_us_3_combo_graph	3130768	hero_yaodaoji_us_3_combo_player	FOUND	FOUND	true	1000009	true	false
1000009	3470056	不祥之刃	hero_yaodaoji_us_1_combo_graph	3130766	hero_yaodaoji_us_1_combo_player	FOUND	FOUND	false	1000009	true	false
1000009	3470057	妖刀斩·旋	hero_yaodaoji_ns_4_combo_graph	3138653	hero_yaodaoji_ns_4_combo_player	FOUND	FOUND	false	1000009	true	false
1000009	3472200	妖刀斩·征神	hero_yaodaoji_ns_pve_1_combo_graph	3135266	hero_yaodaoji_ns_pve_1_combo_player	FOUND	FOUND	false	1000009	true	false
1000009	3472201	【占坑】	hero_yaodaoji_ns_pve_2_combo_graph	3135267	hero_yaodaoji_ns_pve_2_combo_player	FOUND	FOUND	false	1000009	true	false
1000009	3472202	妖刀斩·征神	hero_yaodaoji_ns_pve_3_combo_graph	3138793	hero_yaodaoji_ns_pve_3_combo_player	FOUND	FOUND	false	1000009	true	false
1000009	3472210	不祥之刃·征神	hero_yaodaoji_us_pve_1_combo_graph	3135268	hero_yaodaoji_us_pve_1_combo_player	FOUND	FOUND	false	1000009	true	false
1000009	3472211	【占坑】	hero_yaodaoji_us_pve_2_combo_graph	3135269	hero_yaodaoji_us_pve_2_combo_player	FOUND	FOUND	false	1000009	true	false
1000009	3474031	【占坑】【搜打撤储备，暂时弃用】妖刀斩·搜撤	hero_yaodaoji_ns_pvpve_1_combo_graph	3138625	hero_yaodaoji_ns_pvpve_1_combo_player	FOUND	FOUND	false	1000009	true	false
1000009	3474032	【占坑】【搜打撤储备，暂时弃用】不祥之刃·搜撤	hero_yaodaoji_us_pvpve_1_combo_graph	3138626	hero_yaodaoji_us_pvpve_1_combo_player	FOUND	FOUND	false	1000009	true	false
1000010	3470060	织雾	hero_cuisanniang_ns_1_combo_graph	3130769	hero_cuisanniang_ns_1_combo_player	FOUND	FOUND	true	1000010	true	false
1000010	3470061	织雾·阵		0	null	FOUND	NO_OVERRIDE	false	1000010	true	true
1000010	3470062	织雾·瞬		0	null	FOUND	NO_OVERRIDE	false	1000010	true	true
1000010	3470063	深渊梦魇	hero_cuisanniang_us_1_combo_graph	3130770	hero_cuisanniang_us_1_combo_player	FOUND	FOUND	true	1000010	true	false
1000010	3470064	深渊梦魇·击		0	null	FOUND	NO_OVERRIDE	false	1000010	true	true
1000010	3470065	深渊梦魇·缚		0	null	FOUND	NO_OVERRIDE	false	1000010	true	true
1000010	3470066	织雾·阵	hero_cuisanniang_ns_2_combo_graph	3130771	hero_cuisanniang_ns_2_combo_player	FOUND	FOUND	true	1000010	true	false
1000010	3470067	织雾·瞬	hero_cuisanniang_ns_3_combo_graph	3130772	hero_cuisanniang_ns_3_combo_player	FOUND	FOUND	true	1000010	true	false
1000010	3470068	深渊梦魇·击	hero_cuisanniang_us_4_combo_graph	3130775	hero_cuisanniang_us_4_combo_player	FOUND	FOUND	true	1000010	true	false
1000010	3470069	深渊梦魇·缚	hero_cuisanniang_us_3_combo_graph	3130774	hero_cuisanniang_us_3_combo_player	FOUND	FOUND	true	1000010	true	false
1000010	3470150	深渊梦魇·击	hero_cuisanniang_us_2_combo_graph	3130773	hero_cuisanniang_us_2_combo_player	FOUND	FOUND	false	1000010	true	false
1000010	3470151	【占坑】	hero_cuisanniang_ns_4_combo_graph	3130776	hero_cuisanniang_ns_4_combo_player	FOUND	FOUND	false	1000010	true	false
1000010	3472050	织雾·征神	hero_cuisanniang_ns_pve_1_combo_graph	3130777	hero_cuisanniang_ns_pve_1_combo_player	FOUND	FOUND	false	1000010	true	false
1000010	3472051	深渊梦魇·征神	hero_cuisanniang_us_pve_1_combo_graph	3130778	hero_cuisanniang_us_pve_1_combo_player	FOUND	FOUND	false	1000010	true	false
1000010	3472052	深渊梦魇·征神	hero_cuisanniang_us_pve_2_combo_graph	3130779	hero_cuisanniang_us_pve_2_combo_player	FOUND	FOUND	false	1000010	true	false
1000010	3472053	织雾·征神	hero_cuisanniang_ns_pve_2_combo_graph	3131704	hero_cuisanniang_ns_pve_2_combo_player	FOUND	FOUND	false	1000010	true	false
1000011	3470070	陷阵	hero_yueshan_ns_1_combo_graph	3130780	hero_yueshan_ns_1_combo_player	FOUND	FOUND	true	1000011	true	false
1000011	3470071	陷阵·冲锋	hero_yueshan_ns_2_combo_graph	3130781	hero_yueshan_ns_2_combo_player	FOUND	FOUND	true	1000011	true	false
1000011	3470072	陷阵·猛志	hero_yueshan_ns_3_combo_graph	3130782	hero_yueshan_ns_3_combo_player	FOUND	FOUND	true	1000011	true	false
1000011	3470073	千军辟易	hero_yueshan_us_1_combo_graph	3130783	hero_yueshan_us_1_combo_player	FOUND	FOUND	true	1000011	true	false
1000011	3470074	千军辟易·挥戈	hero_yueshan_us_2_combo_graph	3130784	hero_yueshan_us_2_combo_player	FOUND	FOUND	true	1000011	true	false
1000011	3470075	千军辟易·固阵	hero_yueshan_us_3_combo_graph	3130785	hero_yueshan_us_3_combo_player	FOUND	FOUND	true	1000011	true	false
1000011	3472070	陷阵·征神	hero_yueshan_ns_pve_1_combo_graph	3130786	hero_yueshan_ns_pve_1_combo_player	FOUND	FOUND	false	1000011	true	false
1000011	3472071	千军辟易·征神	hero_yueshan_us_pve_1_combo_graph	3130787	hero_yueshan_us_pve_1_combo_player	FOUND	FOUND	false	1000011	true	false
1000011	3472072	千军辟易·征神	hero_yueshan_us_pve_2_combo_graph	3130788	hero_yueshan_us_pve_2_combo_player	FOUND	FOUND	false	1000011	true	false
1000012	3470076	破千军	hero_shenjiang_1_combo_graph	3130790	hero_shenjiang_1_combo_player	FOUND	FOUND	true	1000012	true	false
1000012	3470077	破千军·挥戈	hero_shenjiang_2_combo_graph	3130791	hero_shenjiang_2_combo_player	FOUND	FOUND	true	1000012	true	false
1000012	3470078	破千军·固阵	hero_shenjiang_3_combo_graph	3130792	hero_shenjiang_3_combo_player	FOUND	FOUND	true	1000012	true	false
1000012	3470079	本我		0	null	FOUND	NO_OVERRIDE	true	1000012	true	false
1000012	3472076	破千军·征神	hero_shenjiang_pve_1_combo_graph	3130793	hero_shenjiang_pve_1_combo_player	FOUND	FOUND	false	1000012	true	false
1000012	3472077	破千军·征神	hero_shenjiang_pve_2_combo_graph	3130794	hero_shenjiang_pve_2_combo_player	FOUND	FOUND	false	1000012	true	false
1000013	3470080	两仪剑	hero_wuchen_ns_3_combo_graph	3130797	hero_wuchen_ns_3_combo_player	FOUND	FOUND	true	1000013	true	false
1000013	3470081	两仪剑·御剑	hero_wuchen_ns_2_combo_graph	3130796	hero_wuchen_ns_2_combo_player	FOUND	FOUND	true	1000013	false	false
1000013	3470082	两仪剑·易位	hero_wuchen_ns_4_combo_graph	3130997	hero_wuchen_ns_4_combo_player	FOUND	FOUND	true	1000013	true	false
1000013	3470083	斗转星移	hero_wuchen_us_1_combo_graph	3130798	hero_wuchen_us_1_combo_player	FOUND	FOUND	true	1000013	true	false
1000013	3470084	斗转星移·剑雨	hero_wuchen_us_4_combo_graph	3130905	hero_wuchen_us_4_combo_player	FOUND	FOUND	true	1000013	true	false
1000013	3470085	斗转星移·玄门	hero_wuchen_us_3_combo_graph	3130800	hero_wuchen_us_3_combo_player	FOUND	FOUND	true	1000013	false	false
1000013	3470086	两仪剑·真刃	hero_wuchen_ns_1_combo_graph	3130795	hero_wuchen_ns_1_combo_player	FOUND	FOUND	false	1000013	true	false
1000013	3470087	斗转星移·易位	hero_wuchen_us_2_combo_graph	3130799	hero_wuchen_us_2_combo_player	FOUND	FOUND	false	1000013	true	false
1000013	3472100	两仪剑·征神	hero_wuchen_ns_pve_1_combo_graph	3130927	hero_wuchen_ns_pve_1_combo_player	FOUND	FOUND	false	1000013	true	false
1000013	3472101	斗转星移·征神	hero_wuchen_us_pve_1_combo_graph	3130928	hero_wuchen_us_pve_1_combo_player	FOUND	FOUND	false	1000013	true	false
1000013	3472102	斗转星移·征神	hero_wuchen_us_pve_2_combo_graph	3130929	hero_wuchen_us_pve_2_combo_player	FOUND	FOUND	false	1000013	true	false
1000014	3470090	隐匿	hero_zombie_ns_1_combo_graph	3130801	hero_zombie_ns_1_combo_player	FOUND	FOUND	true	1000014	true	false
1000014	3470091	钩斧	hero_zombie_ns_2_combo_graph	3130802	hero_zombie_ns_2_combo_player	FOUND	FOUND	true	1000014	true	false
1000014	3470092	暗视	hero_zombie_ns_3_combo_graph	3130803	hero_zombie_ns_3_combo_player	FOUND	FOUND	true	1000014	true	false
1000014	3470093	瘴气藤	hero_zombie_us_4_combo_graph	3130807	hero_zombie_us_4_combo_player	FOUND	FOUND	true	1000014	true	false
1000014	3470094	化身英雄	hero_zombie_us_2_combo_graph	3130805	hero_zombie_us_2_combo_player	FOUND	FOUND	false	1000014	true	false
1000014	3470095	化身藤鬼	hero_zombie_us_3_combo_graph	3130806	hero_zombie_us_3_combo_player	FOUND	FOUND	false	1000014	true	false
1000014	3470096	瘴气藤	hero_zombie_us_4_combo_graph	3130807	hero_zombie_us_4_combo_player	FOUND	FOUND	false	1000014	true	false
1000014	3470097	狂暴	hero_zombie_us_5_combo_graph	3130808	hero_zombie_us_5_combo_player	FOUND	FOUND	false	1000014	true	false
1000015	3470100	冰心诀	hero_guqinghan_ns_1_combo_graph	3130809	hero_guqinghan_ns_1_combo_player	FOUND	FOUND	true	1000015	true	false
1000015	3470101	冰心诀·瞬息	hero_guqinghan_ns_2_combo_graph	3130810	hero_guqinghan_ns_2_combo_player	FOUND	FOUND	true	1000015	true	false
1000015	3470102	冰心诀·寒潮	hero_guqinghan_ns_3_combo_graph	3130811	hero_guqinghan_ns_3_combo_player	FOUND	FOUND	true	1000015	true	false
1000015	3470103	冰寒飞影	hero_guqinghan_us_1_combo_graph	3130812	hero_guqinghan_us_1_combo_player	FOUND	FOUND	true	1000015	true	false
1000015	3470104	冰寒飞影·雪暴	hero_guqinghan_us_2_combo_graph	3130813	hero_guqinghan_us_2_combo_player	FOUND	FOUND	true	1000015	true	false
1000015	3470105	冰寒飞影·霜风	hero_guqinghan_us_3_combo_graph	3130814	hero_guqinghan_us_3_combo_player	FOUND	FOUND	true	1000015	true	false
1000015	3470106	飞影剑	hero_guqinghan_ns_4_combo_graph	3130815	hero_guqinghan_ns_4_combo_player	FOUND	FOUND	false	1000015	true	false
1000015	3470107	飞影剑·雪暴	hero_guqinghan_ns_5_combo_graph	3130816	hero_guqinghan_ns_5_combo_player	FOUND	FOUND	false	1000015	true	false
1000015	3472230	飞影剑·征神	hero_guqinghan_ns_pve_1_combo_graph	3131678	hero_guqinghan_ns_pve_1_combo_player	FOUND	FOUND	false	1000015	true	false
1000015	3472231	霜风·征神	hero_guqinghan_us_pve_1_combo_graph	3131679	hero_guqinghan_us_pve_1_combo_player	FOUND	FOUND	false	1000015	true	false
1000015	3472283	冰寒飞影·征神	hero_guqinghan_us_pve_fabao_1_combo_graph	3139589	hero_guqinghan_us_pve_fabao_1_combo_player	FOUND	FOUND	false	1000015	true	false
1000015	3472284	飞影剑·霜风·征神	hero_guqinghan_ns_pve_fabao_1_combo_graph	3131678	hero_guqinghan_ns_pve_1_combo_player	FOUND	FOUND	false	1000015	true	false
1000015	3472285	飞影剑·霜风·征神	hero_guqinghan_ns_pve_fabao_1_awake_combo_graph	3131678	hero_guqinghan_ns_pve_1_combo_player	FOUND	FOUND	false	1000015	true	false
1000015	3472286	冰寒飞影·征神	hero_guqinghan_us_pve_fabao_1_combo_graph	3139589	hero_guqinghan_us_pve_fabao_1_combo_player	FOUND	FOUND	false	1000015	true	false
1000016	3470110	白刃取	hero_takeda_ns_1_combo_graph	3130817	hero_takeda_ns_1_combo_player	FOUND	FOUND	true	1000016	true	false
1000016	3470111	白刃取·夺	hero_takeda_ns_2_combo_graph	3130818	hero_takeda_ns_2_combo_player	FOUND	FOUND	true	1000016	true	false
1000016	3470112	白刃取·摔	hero_takeda_ns_3_combo_graph	3130819	hero_takeda_ns_3_combo_player	FOUND	FOUND	true	1000016	true	false
1000016	3470113	封印解除	hero_takeda_us_1_combo_graph	3130820	hero_takeda_us_1_combo_player	FOUND	FOUND	true	1000016	true	false
1000016	3470114	封印解除·瞬	hero_takeda_us_2_combo_graph	3130821	hero_takeda_us_2_combo_player	FOUND	FOUND	true	1000016	true	false
1000016	3470115	封印解除·噬	hero_takeda_us_3_combo_graph	3130822	hero_takeda_us_3_combo_player	FOUND	FOUND	true	1000016	true	false
1000016	3470116	妖袭		0	null	FOUND	NO_OVERRIDE	false	1000016	true	false
1000016	3470117	妖袭·狂		0	null	FOUND	NO_OVERRIDE	false	1000016	true	false
1000016	3470118	妖袭·狂		0	null	FOUND	NO_OVERRIDE	false	1000016	true	false
1000016	3470119	妖袭·狂		0	null	FOUND	NO_OVERRIDE	false	1000016	true	false
1000017	3470120	益气安魂	hero_yinziping_ns_1_combo_graph	3130823	hero_yinziping_ns_1_combo_player	FOUND	FOUND	true	1000017	true	false
1000017	3470121	益气安魂·滋养	hero_yinziping_ns_2_combo_graph	3130824	hero_yinziping_ns_2_combo_player	FOUND	FOUND	true	1000017	true	false
1000017	3470122	益气安魂·扶弱	hero_yinziping_ns_3_combo_graph	3130825	hero_yinziping_ns_3_combo_player	FOUND	FOUND	true	1000017	true	false
1000017	3470123	悬瓠济世	hero_yinziping_us_1_combo_graph	3130826	hero_yinziping_us_1_combo_player	FOUND	FOUND	true	1000017	true	false
1000017	3470124	悬瓠济世·培元	hero_yinziping_us_2_combo_graph	3130827	hero_yinziping_us_2_combo_player	FOUND	FOUND	true	1000017	true	false
1000017	3470125	悬瓠济世·固本	hero_yinziping_us_3_combo_graph	3130828	hero_yinziping_us_3_combo_player	FOUND	FOUND	true	1000017	true	false
